,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,docs_url,updated_github_id,trending
10,datamodel-code-generator,koxudaxi/datamodel-code-generator,datamodel-code-generator,[],code-generator,https://github.com/koxudaxi/datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,MIT,2019-05-29 08:01:32,2024-05-21 01:15:16,2024-04-23 17:53:31,1094,35.0,272.0,25.0,1417.0,160.0,348.0,2348,2024-04-25 17:05:34,0.25.6,100.0,"Pydantic model and dataclasses.dataclass generator for easy conversion of JSON, OpenAPI, JSON Schema, and YAML data..",1208.0,1208.0,118.0,https://pypi.org/project/datamodel-code-generator,1017620.0,1017620.0,33,True,1,,,,
11,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2024-05-21 10:43:16,2024-03-13 09:36:57,2708,3.0,1123.0,209.0,1049.0,22.0,615.0,6559,2024-03-13 10:47:20,1.6.0,63.0,An open source library for deep learning end-to-end dialog systems and chatbots.,390.0,390.0,77.0,https://pypi.org/project/deeppavlov,10580.0,10580.0,32,True,3,,,,
12,beanie,roman-right/beanie,beanie,[],databases-document,https://github.com/BeanieODM/beanie,https://github.com/BeanieODM/beanie,Apache-2.0,2021-02-23 20:11:23,2024-05-21 19:47:50,2024-05-01 19:25:53,476,9.0,192.0,15.0,336.0,71.0,316.0,1833,2024-05-01 19:47:15,1.26.0,100.0,Asynchronous Python ODM for MongoDB.,2332.0,2332.0,78.0,https://pypi.org/project/beanie,195221.0,195221.0,30,True,1,,,BeanieODM/beanie,
13,ormar,collerek/ormar,ormar,[],databases-sql,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2024-05-21 19:54:39,2024-04-29 09:25:33,1326,11.0,78.0,15.0,800.0,66.0,187.0,1589,2023-06-18 17:05:55,0.12.2,78.0,python async orm with fastapi in mind and pydantic validation.,1007.0,1007.0,35.0,https://pypi.org/project/ormar,77250.0,77250.0,30,True,2,,,,1.0
14,aws-lambda-powertools-python,awslabs/aws-lambda-powertools-python,aws-lambda-powertools-python,[],aws,https://github.com/aws-powertools/powertools-lambda-python,https://github.com/aws-powertools/powertools-lambda-python,MIT-0,2019-11-15 12:26:12,2024-05-23 13:36:21,2024-05-23 13:35:09,3730,395.0,362.0,51.0,3204.0,87.0,906.0,2647,2024-04-18 11:53:07,2.37.0,100.0,A developer toolkit to implement Serverless best practices and increase developer velocity.,2323.0,2323.0,155.0,https://pypi.org/project/aws-lambda-powertools-python,,1.0,29,False,1,52.0,,aws-powertools/powertools-lambda-python,
15,piccolo,piccolo-orm/piccolo,piccolo,[],databases-sql,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2024-05-21 11:16:03,2024-05-21 11:13:32,1767,26.0,85.0,15.0,460.0,105.0,257.0,1283,2024-05-21 11:16:03,1.5.1,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",362.0,362.0,43.0,https://pypi.org/project/piccolo,18848.0,18848.0,29,True,3,,,,
16,django-ninja,vitalik/django-ninja,django-ninja,[],http-server-integrations,https://github.com/vitalik/django-ninja,https://github.com/vitalik/django-ninja,MIT,2020-05-19 08:48:53,2024-05-21 11:25:08,2024-04-30 12:27:54,1127,33.0,373.0,71.0,317.0,273.0,475.0,6364,2023-12-07 22:13:04,1.1.0,39.0,"Fast, Async-ready, Openapi, type hints based framework for building APIs.",,,133.0,https://pypi.org/project/django-ninja,327591.0,327591.0,28,True,1,,,,
17,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-server-integrations,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2024-05-22 17:35:09,2024-05-22 17:35:08,3127,78.0,498.0,42.0,2444.0,396.0,559.0,3800,2024-05-22 17:33:41,0.230.0,100.0,A GraphQL library for Python that leverages type annotations.,,,250.0,https://pypi.org/project/strawberry,481.0,518.0,27,True,1,416.0,https://strawberry.rocks/docs/integrations/pydantic#pydantic-support,,
18,odmantic,art049/odmantic,odmantic,[],databases-document,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2024-05-23 04:30:11,2024-04-26 23:27:23,559,25.0,88.0,19.0,295.0,71.0,88.0,990,2024-04-26 23:28:12,1.0.2,21.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3262.0,3262.0,19.0,https://pypi.org/project/odmantic,26497.0,26497.0,26,True,3,,,,
19,OneFuzz,microsoft/onefuzz,onefuzz,[],security-testing,https://github.com/microsoft/onefuzz,https://github.com/microsoft/onefuzz,MIT,2020-07-27 22:23:30,2023-11-01 09:22:49,2023-10-31 21:19:19,2167,,194.0,91.0,2666.0,192.0,736.0,2810,2023-10-09 20:37:49,8.9.0,100.0,A self-hosted Fuzzing-As-A-Service platform.,13.0,13.0,33.0,https://pypi.org/project/onefuzz,956.0,1370.0,25,True,1,17824.0,,,
20,Robusta,robusta-dev/robusta,robusta,[],monitoring,https://github.com/robusta-dev/robusta,https://github.com/robusta-dev/robusta,MIT,2021-06-20 08:45:36,2024-05-23 07:26:43,2024-05-22 11:01:25,1755,102.0,237.0,31.0,1165.0,111.0,161.0,2445,2024-05-06 10:02:58,0.12.0,100.0,"Kubernetes observability and automation, with an awesome Prometheus integration.",,,80.0,https://pypi.org/project/robusta,46.0,46.0,25,True,1,,,,-4.0
21,elementary,elementary-data/elementary,elementary,[],data-observability,https://github.com/elementary-data/elementary,https://github.com/elementary-data/elementary,Apache-2.0,2021-08-30 08:45:23,2024-05-22 14:06:52,2024-05-22 14:06:52,4862,89.0,145.0,10.0,1040.0,192.0,297.0,1763,2024-05-09 13:55:39,0.15.1,89.0,The dbt-native data observability solution for data & analytics engineers. Monitor your data pipelines in minutes...,64.0,64.0,70.0,https://pypi.org/project/elementary,,,25,True,1,,,,
22,redisOM,redis/redis-om-python,redis-om-python,[],databases-key-value,https://github.com/redis/redis-om-python,https://github.com/redis/redis-om-python,MIT,2021-08-31 01:10:13,2024-05-15 20:44:58,2024-05-07 20:50:57,562,12.0,103.0,26.0,390.0,99.0,131.0,1032,2024-05-07 20:59:44,0.3.1,20.0,"Object mapping, and more, for Redis and Python.",901.0,901.0,27.0,https://pypi.org/project/redis-om-python,,,24,True,1,,,,
23,geojson-pydantic,developmentseed/geojson-pydantic,geojson-pydantic,[],geojson,https://github.com/developmentseed/geojson-pydantic,https://github.com/developmentseed/geojson-pydantic,MIT,2020-05-21 22:29:07,2024-05-10 14:41:28,2024-05-10 14:40:34,297,4.0,34.0,14.0,81.0,3.0,63.0,206,,,,Pydantic data models for the GeoJSON spec.,360.0,360.0,23.0,https://pypi.org/project/geojson-pydantic,181908.0,181908.0,23,True,1,,,,
24,pydantic-xml,dapper91/pydantic-xml,pydantic-xml,[],xml,https://github.com/dapper91/pydantic-xml,https://github.com/dapper91/pydantic-xml,Unlicense,2022-04-26 19:28:39,2024-05-11 09:50:01,2024-05-11 09:49:21,287,20.0,14.0,5.0,116.0,8.0,69.0,134,2024-05-11 09:50:54,2.11.0,37.0,python xml for humans.,102.0,102.0,9.0,https://pypi.org/project/pydantic-xml,87567.0,87567.0,23,True,1,,,,
25,Opyrator,ml-tooling/opyrator,opyrator,[],ai-service-deployment-framework,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06,2024-05-20 23:57:09,2021-05-06 12:10:38,127,,156.0,48.0,67.0,1.0,30.0,3021,2021-05-01 13:59:02,0.0.11,2.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",50.0,50.0,4.0,https://pypi.org/project/opyrator,407.0,407.0,22,True,3,,,,
26,djantic,jordaneremieff/djantic,djantic,[],http-server-integrations,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120,,34.0,7.0,38.0,13.0,28.0,443,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,71.0,71.0,4.0,https://pypi.org/project/djantic,22412.0,22412.0,21,True,2,,,,
27,flask-pydantic,bauerji/flask-pydantic,flask-pydantic,[],http-server-integrations,https://github.com/bauerji/flask-pydantic,https://github.com/bauerji/flask-pydantic,MIT,2020-01-06 17:45:59,2024-02-07 01:01:21,2024-01-08 16:14:23,162,,54.0,7.0,45.0,21.0,25.0,338,,,,flask extension for integration with the awesome pydantic package.,598.0,598.0,13.0,https://pypi.org/project/flask-pydantic,169592.0,169592.0,21,True,2,,,,
28,graphene-pydantic,graphql-python/graphene-pydantic,graphene-pydantic,[],graphql-server-integrations,https://github.com/graphql-python/graphene-pydantic,https://github.com/graphql-python/graphene-pydantic,,2019-06-20 00:49:40,2024-03-20 17:56:37,2024-02-03 15:46:48,270,,41.0,8.0,61.0,10.0,33.0,220,2022-01-25 16:40:44,0.2.0,5.0,Integrate GraphQL with your Pydantic models.,,,23.0,https://pypi.org/project/graphene-pydantic,15598.0,15598.0,18,True,3,,,,
29,pyngo,yezz123/pyngo,pyngo,[],http-server-integrations,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2024-05-20 12:26:20,2024-05-20 12:26:19,184,26.0,8.0,3.0,135.0,1.0,2.0,76,2024-01-21 22:09:18,2.0.1,10.0,Pydantic model support for Django & Django-Rest-Framework.,11.0,11.0,8.0,https://pypi.org/project/pyngo,4921.0,4921.0,18,True,3,,,,
30,pydantic-factories,starlite-api/pydantic-factories,pydantic-factories,[],data-generation,https://github.com/litestar-org/pydantic-factories,https://github.com/litestar-org/pydantic-factories,MIT,2023-03-25 12:51:12,2023-04-03 15:10:03,2023-04-03 15:09:07,309,,,3.0,,,,13,2023-04-03 15:10:03,1.17.3,1.0,Simple and powerful mock data generation using pydantic or dataclasses.,488.0,488.0,28.0,https://pypi.org/project/pydantic-factories,106641.0,106641.0,18,True,1,,,litestar-org/pydantic-factories,
31,pydbantic,codemation/pydbantic,pydbantic,[],databases-sql,https://github.com/codemation/pydbantic,https://github.com/codemation/pydbantic,Apache-2.0,2021-09-01 18:02:26,2023-10-03 08:00:16,2023-10-03 07:59:56,165,,14.0,5.0,42.0,6.0,18.0,220,2023-10-03 08:00:16,0.0.47,36.0,"A single model for shaping, creating, accessing, storing data within a Database.",14.0,14.0,9.0,https://pypi.org/project/pydbantic,2155.0,2155.0,17,True,3,,,,
32,patito,kolonialno/patito,patito,[],data-structures,https://github.com/kolonialno/patito,https://github.com/kolonialno/patito,MIT,2022-04-21 08:54:31,2023-07-29 13:51:20,2023-07-29 13:51:20,95,,4.0,33.0,38.0,25.0,4.0,198,2022-12-02 17:38:25,0.4.4,20.0,A data modelling layer built on top of polars and pydantic.,11.0,11.0,2.0,https://pypi.org/project/patito,8016.0,8016.0,16,True,1,,,,
33,pythogen,artsmolin/pythogen,pythogen,[],http-client-generators,https://github.com/artsmolin/pythogen,https://github.com/artsmolin/pythogen,MIT,2022-05-23 07:49:27,2024-03-20 13:49:09,2024-03-20 13:45:50,414,2.0,5.0,4.0,54.0,3.0,24.0,61,2024-03-20 13:49:09,0.2.40,89.0,Awesome python HTTP-clients from OpenAPI.,,,13.0,https://pypi.org/project/pythogen,2461.0,2461.0,16,True,1,,,,
34,pydantic-aioredis,andrewthetechie/pydantic-aioredis,pydantic-aioredis,[],databases-key-value,https://github.com/andrewthetechie/pydantic-aioredis,https://github.com/andrewthetechie/pydantic-aioredis,,2021-08-06 19:12:00,2024-05-21 05:29:40,2024-05-21 05:29:13,773,47.0,4.0,2.0,860.0,1.0,25.0,52,2024-05-08 00:26:43,1.4.0,29.0,A Declarative ORM for Redis using Pydantic Models and aioredis.,6.0,6.0,6.0,https://pypi.org/project/pydantic-aioredis,949.0,949.0,16,True,3,,,,-1.0
35,pydantic-spark,godatadriven/pydantic-spark,pydantic-spark,[],data-structures,https://github.com/godatadriven/pydantic-spark,https://github.com/godatadriven/pydantic-spark,MIT,2022-02-03 10:43:26,2024-03-04 14:43:25,2023-11-24 15:12:46,33,,8.0,3.0,41.0,,2.0,22,2023-11-24 15:13:57,1.0.1,3.0,,7.0,7.0,6.0,https://pypi.org/project/pydantic-spark,58382.0,58382.0,14,False,3,,,,
36,pydantic-numpy,cheind/pydantic-numpy,pydantic-numpy,[],data-structures,https://github.com/cheind/pydantic-numpy,https://github.com/cheind/pydantic-numpy,MIT,2022-03-25 04:15:58,2022-12-09 11:37:55,2022-12-09 11:37:52,55,,4.0,3.0,7.0,3.0,3.0,55,,,,Seamlessly integrate numpy arrays into pydantic models.,,,5.0,https://pypi.org/project/pydantic-numpy,119446.0,119446.0,13,True,3,,,,
37,xsdata-pydantic,tefra/xsdata-pydantic,xsdata-pydantic,[],xml,https://github.com/tefra/xsdata-pydantic,https://github.com/tefra/xsdata-pydantic,MIT,2021-11-04 11:15:58,2024-05-11 14:34:31,2024-05-11 14:34:30,30,7.0,8.0,3.0,15.0,1.0,11.0,38,2024-05-08 17:44:08,24.5,2.0,Naive XML & JSON Bindings for python pydantic classes!.,,,2.0,https://pypi.org/project/xsdata-pydantic,3590.0,3590.0,13,True,3,,,,
38,mongox,aminalaee/mongox,mongox,[],databases-document,https://github.com/aminalaee/mongox,https://github.com/aminalaee/mongox,MIT,2021-11-12 09:49:07,2023-03-01 09:00:21,2022-11-09 08:50:55,61,,6.0,6.0,84.0,4.0,13.0,122,2022-11-09 08:51:02,0.1.2,6.0,Familiar async Python MongoDB ODM.,5.0,5.0,8.0,https://pypi.org/project/mongox,72.0,72.0,12,True,3,,,,
39,pydantic-geojson,gb-libs/pydantic-geojson,pydantic-geojson,[],geojson,https://github.com/gb-libs/pydantic-geojson,https://github.com/gb-libs/pydantic-geojson,MIT,2022-01-18 09:59:26,2024-05-13 07:30:55,2024-01-22 06:54:27,59,,5.0,1.0,20.0,3.0,7.0,23,,,,Pydantic validation for GeoJson.,,,6.0,https://pypi.org/project/pydantic-geojson,19454.0,19454.0,12,True,3,,,,
40,sanic-pydantic,nf1s/sanic-pydantic,sanic-pydantic,[],http-server-integrations,https://github.com/nf1s/sanic-pydantic,https://github.com/nf1s/sanic-pydantic,MIT,2020-04-03 08:24:55,2023-02-11 01:45:39,2022-05-12 19:27:29,87,,3.0,,21.0,,5.0,7,2021-10-14 08:22:48,1.2.1,3.0,A library for parsing and validating http requests for sanic web-framework using pydantic library.,5.0,5.0,3.0,https://pypi.org/project/sanic-pydantic,202.0,202.0,12,True,3,,,,
41,aiohttp-pydantic,Maillol/aiohttp-pydantic,aiohttp-pydantic,[],http-server-integrations,https://github.com/Maillol/aiohttp-pydantic,https://github.com/Maillol/aiohttp-pydantic,MIT,2020-10-04 10:32:00,2024-05-22 07:48:46,2024-04-28 14:18:00,91,4.0,18.0,2.0,31.0,6.0,18.0,60,,,,Aiohttp View that validates request body and query sting regarding the annotations declared in the View method.,,,11.0,https://pypi.org/project/aiohttp-pydantic,6395.0,6395.0,11,True,3,,,,
42,pydantic-ssm-settings,developmentseed/pydantic-ssm-settings,pydantic-ssm-settings,[],aws,https://github.com/developmentseed/pydantic-ssm-settings,https://github.com/developmentseed/pydantic-ssm-settings,MIT,2021-09-07 20:49:37,2023-12-29 12:15:20,2022-09-26 16:40:54,42,,4.0,3.0,13.0,,2.0,18,2022-09-26 16:39:42,0.2.4,5.0,Replace Pydantics builtin Secret Support with a configuration provider that loads parameters from AWS Systems Manager..,,,4.0,https://pypi.org/project/pydantic-ssm-settings,1475.0,1476.0,11,True,2,23.0,,,
43,pydantic_schemaorg,lexiq-legal/pydantic_schemaorg,pydantic_schemaorg,[],schemas,https://github.com/lexiq-legal/pydantic_schemaorg,https://github.com/lexiq-legal/pydantic_schemaorg,MIT,2021-11-29 14:51:59,2022-12-12 20:58:08,2022-02-18 19:47:31,62,,7.0,1.0,2.0,7.0,4.0,48,2022-02-18 19:48:32,1.0.6a2,14.0,Schema.org classes in pydantic.,,,,https://pypi.org/project/pydantic_schemaorg,429.0,429.0,10,True,1,,,,
44,arangodantic,ioxiocom/arangodantic,arangodantic,[],databases-graph,https://github.com/ioxiocom/arangodantic,https://github.com/ioxiocom/arangodantic,BSD-3-Clause,2020-09-29 08:45:54,2024-04-12 08:02:06,2022-08-19 13:21:50,22,,7.0,7.0,18.0,2.0,,13,2022-08-05 10:56:33,0.3.1,3.0,,,,3.0,https://pypi.org/project/arangodantic,64.0,64.0,10,False,1,,,,
45,jsonapi-pydantic,impocode/jsonapi-pydantic,jsonapi-pydantic,[],jsonapi,https://github.com/impocode/jsonapi-pydantic,https://github.com/impocode/jsonapi-pydantic,MIT,2022-07-22 14:48:18,2024-04-14 13:44:46,2024-04-14 13:44:15,27,3.0,1.0,2.0,2.0,1.0,1.0,4,2024-04-14 13:46:55,0.2.4,10.0,jsonapi-pydantic provides a suite of Pydantic models matching the JSON:API specification.,1.0,1.0,,https://pypi.org/project/jsonapi-pydantic,313.0,314.0,10,True,1,32.0,,,
46,nebula-carina,nebula-contrib/nebula-carina,nebula-carina,[],databases-graph,https://github.com/nebula-contrib/nebula-carina,https://github.com/nebula-contrib/nebula-carina,MIT,2022-06-03 14:45:40,2023-12-25 08:10:29,2023-12-25 08:10:29,134,,7.0,7.0,9.0,8.0,7.0,32,2023-02-20 14:39:56,release-0.3.1,6.0,A pydantic based python ORM framework for graph database NebulaGraph 3.,,,6.0,https://pypi.org/project/nebula-carina,18.0,18.0,9,True,3,,,,-1.0
47,neontology,ontolocy/neontology,neontology,[],databases-graph,https://github.com/ontolocy/neontology,https://github.com/ontolocy/neontology,MIT,2022-08-09 14:03:49,2024-04-28 10:10:18,2024-04-28 10:10:18,57,3.0,4.0,3.0,27.0,,1.0,23,,,,"Easily ingest data into a Neo4j graph database with Python, pandas and Pydantic.",,,2.0,https://pypi.org/project/neontology,933.0,933.0,9,True,3,,,,-1.0
48,pydantic-sqs,andrewthetechie/pydantic-sqs,pydantic-sqs,[],aws,https://github.com/andrewthetechie/pydantic-sqs,https://github.com/andrewthetechie/pydantic-sqs,,2022-10-31 23:59:40,2024-05-14 19:58:43,2024-03-17 22:24:29,271,10.0,,3.0,314.0,3.0,,3,2023-02-19 17:12:21,0.2.0,2.0,Send and receive Pydantic models with AWS SQS.,,,2.0,https://pypi.org/project/pydantic-sqs,20.0,20.0,8,True,2,,,,-1.0
49,pydantic-kms-secrets,nplutt/pydantic-kms-secrets,pydantic-kms-secrets,[],aws,https://github.com/nplutt/pydantic-kms-secrets,https://github.com/nplutt/pydantic-kms-secrets,MIT,2020-07-18 03:41:21,2020-08-16 17:36:45,2020-08-16 17:34:46,15,,1.0,1.0,2.0,,,2,2020-08-16 17:36:45,0.3.0,4.0,Utility to decrypt and encrypt secrets using AWS KMS keys that also integrates with pydantic models which allows for..,,,,https://pypi.org/project/pydantic-kms-secrets,1122.0,1122.0,8,True,2,,,,1.0
50,lambdantic,koxudaxi/lambdantic,lambdantic,[],aws,https://github.com/koxudaxi/lambdantic,https://github.com/koxudaxi/lambdantic,MIT,2019-09-08 13:35:27,2020-04-20 16:29:21,2020-04-20 16:27:49,20,,1.0,4.0,7.0,,,16,2020-04-20 16:29:21,0.0.4,4.0,Pydantic model and lambda event handler for AWS Lambda.,,,2.0,https://pypi.org/project/lambdantic,23.0,23.0,7,True,3,,,,
51,aws-appconfig-pydantic,Validus-Risk-Management/aws-appconfig-pydantic,aws-appconfig-pydantic,[],aws,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,Apache-2.0,2021-09-23 14:21:07,2023-07-24 09:52:27,2023-07-24 09:52:25,28,,2.0,3.0,6.0,,,5,,,,AWS AppConfig + Pydantic.,,,4.0,https://pypi.org/project/aws-appconfig-pydantic,,,6,True,3,,,,
